CUERPO;PROVINCIA;LOCALIDAD;CENTRO;PUESTO;PLAZAS
MAESTROS;ALMERÍA;ABLA;04000018-C.E.I.P. JOAQUÍN TENA SICILIA;00597031-EDUCACIÓN INFANTIL;2
MAESTROS;ALMERÍA;ABLA;04000018-C.E.I.P. JOAQUÍN TENA SICILIA;00597032-LENGUA EXTRANJERA-INGLÉS;1
MAESTROS;ALMERÍA;ABLA;04000018-C.E.I.P. JOAQUÍN TENA SICILIA;00597033-LENGUA EXTRANJERA-FRANCÉS;1
MAESTROS;ALMERÍA;ABLA;04000018-C.E.I.P. JOAQUÍN TENA SICILIA;00597034-EDUCACIÓN FÍSICA;1
MAESTROS;ALMERÍA;ABLA;04000018-C.E.I.P. JOAQUÍN TENA SICILIA;00597035-MÚSICA;1
MAESTROS;ALMERÍA;ABLA;04000018-C.E.I.P. JOAQUÍN TENA SICILIA;00597036-PEDAGOGÍA TERAPÉUTICA;1
MAESTROS;ALMERÍA;ABLA;04000018-C.E.I.P. JOAQUÍN TENA SICILIA;00597038-EDUCACIÓN PRIMARIA;3
MAESTROS;ALMERÍA;ABRUCENA;04000021-C.E.I.P. ANTONIO RELAÑO;00597031-EDUCACIÓN INFANTIL;2
MAESTROS;ALMERÍA;ABRUCENA;04000021-C.E.I.P. ANTONIO RELAÑO;00597032-LENGUA EXTRANJERA-INGLÉS;1
MAESTROS;ALMERÍA;ABRUCENA;04000021-C.E.I.P. ANTONIO RELAÑO;00597034-EDUCACIÓN FÍSICA;1
MAESTROS;ALMERÍA;ABRUCENA;04000021-C.E.I.P. ANTONIO RELAÑO;00597035-MÚSICA;1
MAESTROS;ALMERÍA;ABRUCENA;04000021-C.E.I.P. ANTONIO RELAÑO;00597036-PEDAGOGÍA TERAPÉUTICA;1
MAESTROS;ALMERÍA;ABRUCENA;04000021-C.E.I.P. ANTONIO RELAÑO;00597038-EDUCACIÓN PRIMARIA;1
MAESTROS;ALMERÍA;ABRUCENA;04000021-C.E.I.P. ANTONIO RELAÑO;11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS;2
MAESTROS;ALMERÍA;ADRA;04000079-C.E.I.P. SAN NICOLÁS;00597APO-APOYO COMPENSACION;1
MAESTROS;ALMERÍA;ADRA;04000079-C.E.I.P. SAN NICOLÁS;00597031-EDUCACIÓN INFANTIL;3
MAESTROS;ALMERÍA;ADRA;04000079-C.E.I.P. SAN NICOLÁS;00597032-LENGUA EXTRANJERA-INGLÉS;2
MAESTROS;ALMERÍA;ADRA;04000079-C.E.I.P. SAN NICOLÁS;00597033-LENGUA EXTRANJERA-FRANCÉS;1
MAESTROS;ALMERÍA;ADRA;04000079-C.E.I.P. SAN NICOLÁS;00597034-EDUCACIÓN FÍSICA;2
MAESTROS;ALMERÍA;ADRA;04000079-C.E.I.P. SAN NICOLÁS;00597035-MÚSICA;1
MAESTROS;ALMERÍA;ADRA;04000079-C.E.I.P. SAN NICOLÁS;00597036-PEDAGOGÍA TERAPÉUTICA;1
MAESTROS;ALMERÍA;ADRA;04000079-C.E.I.P. SAN NICOLÁS;00597037-AUDICIÓN Y LENGUAJE;1
MAESTROS;ALMERÍA;ADRA;04000079-C.E.I.P. SAN NICOLÁS;00597038-EDUCACIÓN PRIMARIA;5
MAESTROS;ALMERÍA;ADRA;04000080-C.E.I.P. SAN FERNANDO;00597031-EDUCACIÓN INFANTIL;7
MAESTROS;ALMERÍA;ADRA;04000080-C.E.I.P. SAN FERNANDO;00597032-LENGUA EXTRANJERA-INGLÉS;3
MAESTROS;ALMERÍA;ADRA;04000080-C.E.I.P. SAN FERNANDO;00597033-LENGUA EXTRANJERA-FRANCÉS;1
MAESTROS;ALMERÍA;ADRA;04000080-C.E.I.P. SAN FERNANDO;00597036-PEDAGOGÍA TERAPÉUTICA;4
MAESTROS;ALMERÍA;ADRA;04000080-C.E.I.P. SAN FERNANDO;00597037-AUDICIÓN Y LENGUAJE;1
MAESTROS;ALMERÍA;ADRA;04000080-C.E.I.P. SAN FERNANDO;00597038-EDUCACIÓN PRIMARIA;5
MAESTROS;ALMERÍA;ADRA;04000080-C.E.I.P. SAN FERNANDO;11597034-EDUC. FISICA (PRIMARIA)- BILINGÜE INGLÉS;2
MAESTROS;ALMERÍA;ADRA;04000080-C.E.I.P. SAN FERNANDO;11597035-MÚSICA (PRIMARIA) - BILINGÜE INGLÉS;1
MAESTROS;ALMERÍA;ADRA;04000080-C.E.I.P. SAN FERNANDO;11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS;4
MAESTROS;ALMERÍA;ADRA;04000092-C.E.I.P. MARE NOSTRUM;00597031-EDUCACIÓN INFANTIL;10
MAESTROS;ALMERÍA;ADRA;04000092-C.E.I.P. MARE NOSTRUM;00597032-LENGUA EXTRANJERA-INGLÉS;3
MAESTROS;ALMERÍA;ADRA;04000092-C.E.I.P. MARE NOSTRUM;00597033-LENGUA EXTRANJERA-FRANCÉS;1
MAESTROS;ALMERÍA;ADRA;04000092-C.E.I.P. MARE NOSTRUM;00597034-EDUCACIÓN FÍSICA;3
MAESTROS;ALMERÍA;ADRA;04000092-C.E.I.P. MARE NOSTRUM;00597035-MÚSICA;1
MAESTROS;ALMERÍA;ADRA;04000092-C.E.I.P. MARE NOSTRUM;00597036-PEDAGOGÍA TERAPÉUTICA;2
MAESTROS;ALMERÍA;ADRA;04000092-C.E.I.P. MARE NOSTRUM;00597037-AUDICIÓN Y LENGUAJE;1
MAESTROS;ALMERÍA;ADRA;04000092-C.E.I.P. MARE NOSTRUM;00597038-EDUCACIÓN PRIMARIA;12
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;00590001-FILOSOFIA P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.;9
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;00590005-GEOGRAFIA E HISTORIA P.E.S.;4
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;00590006-MATEMATICAS P.E.S.;5
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;00590007-FISICA Y QUIMICA P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;00590008-BIOLOGIA Y GEOLOGIA P.E.S.;4
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;00590009-DIBUJO P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;00590010-FRANCES P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;00590011-INGLES P.E.S.;8
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;00590017-EDUCACION FISICA P.E.S.;4
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;00590018-ORIENTACIÓN EDUCATIVA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;00590019-TECNOLOGIA P.E.S.;4
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;00590061-ECONOMIA P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;00590101-ADMINISTRACION DE EMPRESAS P.E.S.;5
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;00590103-ASESORIA Y PROC. IMAGEN PERSONAL P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;00590105-FORMACION Y ORIENTACION LABORAL P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;00590107-INFORMATICA P.E.S.;3
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;00590222-PROC. GESTIÓN ADMINISTRATIVA;3
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;00590227-SISTEMAS Y APLIC. INFORMÁTICOS;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;00590803-CULTURA CLASICA P.E.S.;1
MAESTROS;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;00597060-PEDAGOGÍA TERAPÉUTICA ESO;1
PROFESORES ESPECIALISTAS SECT.SING.F.P.;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;00598002-ESTÉTICA;2
PROFESORES ESPECIALISTAS SECT.SING.F.P.;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;00598007-PELUQUERÍA;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.;3
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;11590006-MATEMATICAS (INGLES) P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;11590007-FISICA Y QUIMICA (INGLES) P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;11590009-DIBUJO (INGLES) P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;11590016-MUSICA (INGLES) P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000110-I.E.S. ABDERA;11590017-EDUCACION FISICA (INGLES) P.E.S.;3
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000134-I.E.S. GAVIOTA;00590001-FILOSOFIA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000134-I.E.S. GAVIOTA;00590003-LATIN P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000134-I.E.S. GAVIOTA;00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.;5
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000134-I.E.S. GAVIOTA;00590005-GEOGRAFIA E HISTORIA P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000134-I.E.S. GAVIOTA;00590006-MATEMATICAS P.E.S.;6
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000134-I.E.S. GAVIOTA;00590007-FISICA Y QUIMICA P.E.S.;3
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000134-I.E.S. GAVIOTA;00590008-BIOLOGIA Y GEOLOGIA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000134-I.E.S. GAVIOTA;00590009-DIBUJO P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000134-I.E.S. GAVIOTA;00590010-FRANCES P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000134-I.E.S. GAVIOTA;00590011-INGLES P.E.S.;6
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000134-I.E.S. GAVIOTA;00590016-MUSICA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000134-I.E.S. GAVIOTA;00590017-EDUCACION FISICA P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000134-I.E.S. GAVIOTA;00590018-ORIENTACIÓN EDUCATIVA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000134-I.E.S. GAVIOTA;00590019-TECNOLOGIA P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000134-I.E.S. GAVIOTA;00590061-ECONOMIA P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000134-I.E.S. GAVIOTA;00590105-FORMACION Y ORIENTACION LABORAL P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000134-I.E.S. GAVIOTA;00590107-INFORMATICA P.E.S.;3
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000134-I.E.S. GAVIOTA;00590108-INTERVENCION SOCIOCOMUNITARIA P.E.S.;5
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000134-I.E.S. GAVIOTA;00590220-PROC. SANITARIOS Y ASISTENCIALES;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000134-I.E.S. GAVIOTA;00590225-SERVICIOS A LA COMUNIDAD;6
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000134-I.E.S. GAVIOTA;00590227-SISTEMAS Y APLIC. INFORMÁTICOS;1
MAESTROS;ALMERÍA;ADRA;04000134-I.E.S. GAVIOTA;00597060-PEDAGOGÍA TERAPÉUTICA ESO;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000134-I.E.S. GAVIOTA;11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.;3
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000134-I.E.S. GAVIOTA;11590008-BIOLOGIA Y GEOLOGIA (INGLES) P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04000134-I.E.S. GAVIOTA;11590017-EDUCACION FISICA (INGLES) P.E.S.;1
MAESTROS;ALMERÍA;ADRA;04005399-C.E.I.P. PEDRO MENA;00597031-EDUCACIÓN INFANTIL;3
MAESTROS;ALMERÍA;ADRA;04005399-C.E.I.P. PEDRO MENA;00597032-LENGUA EXTRANJERA-INGLÉS;2
MAESTROS;ALMERÍA;ADRA;04005399-C.E.I.P. PEDRO MENA;00597034-EDUCACIÓN FÍSICA;1
MAESTROS;ALMERÍA;ADRA;04005399-C.E.I.P. PEDRO MENA;00597035-MÚSICA;1
MAESTROS;ALMERÍA;ADRA;04005399-C.E.I.P. PEDRO MENA;00597036-PEDAGOGÍA TERAPÉUTICA;1
MAESTROS;ALMERÍA;ADRA;04005399-C.E.I.P. PEDRO MENA;00597037-AUDICIÓN Y LENGUAJE;1
MAESTROS;ALMERÍA;ADRA;04005399-C.E.I.P. PEDRO MENA;00597038-EDUCACIÓN PRIMARIA;2
MAESTROS;ALMERÍA;ADRA;04005399-C.E.I.P. PEDRO MENA;11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04010176-E.O.E. ADRA;00590018-ORIENTACIÓN EDUCATIVA P.E.S.;3
MAESTROS;ALMERÍA;ADRA;04500234-C.E.PER. MEDITERRÁNEO;00597032-LENGUA EXTRANJERA-INGLÉS;1
MAESTROS;ALMERÍA;ADRA;04500234-C.E.PER. MEDITERRÁNEO;00597038-EDUCACIÓN PRIMARIA;5
MAESTROS;ALMERÍA;ADRA;04602079-C.E.I.P. ABDERA;00597031-EDUCACIÓN INFANTIL;3
MAESTROS;ALMERÍA;ADRA;04602079-C.E.I.P. ABDERA;00597032-LENGUA EXTRANJERA-INGLÉS;1
MAESTROS;ALMERÍA;ADRA;04602079-C.E.I.P. ABDERA;00597034-EDUCACIÓN FÍSICA;1
MAESTROS;ALMERÍA;ADRA;04602079-C.E.I.P. ABDERA;00597035-MÚSICA;1
MAESTROS;ALMERÍA;ADRA;04602079-C.E.I.P. ABDERA;00597036-PEDAGOGÍA TERAPÉUTICA;1
MAESTROS;ALMERÍA;ADRA;04602079-C.E.I.P. ABDERA;00597038-EDUCACIÓN PRIMARIA;2
MAESTROS;ALMERÍA;ADRA;04602079-C.E.I.P. ABDERA;11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04700430-I.E.S. VIRGEN DEL MAR;00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04700430-I.E.S. VIRGEN DEL MAR;00590005-GEOGRAFIA E HISTORIA P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04700430-I.E.S. VIRGEN DEL MAR;00590006-MATEMATICAS P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04700430-I.E.S. VIRGEN DEL MAR;00590007-FISICA Y QUIMICA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04700430-I.E.S. VIRGEN DEL MAR;00590011-INGLES P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04700430-I.E.S. VIRGEN DEL MAR;00590017-EDUCACION FISICA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04700430-I.E.S. VIRGEN DEL MAR;00590018-ORIENTACIÓN EDUCATIVA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04700430-I.E.S. VIRGEN DEL MAR;00590058-APOYO AL AREA DE LENGUA Y C. SOCIALES;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04700430-I.E.S. VIRGEN DEL MAR;00590059-APOYO AL AREA CIENTIFICA O TECNOLOGIA;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04700430-I.E.S. VIRGEN DEL MAR;00590104-CONSTRUC. CIVILES Y EDIFICACION P.E.S;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;ADRA;04700430-I.E.S. VIRGEN DEL MAR;00590212-OFICINA DE PROYEC. CONSTRUCCIÓN;2
MAESTROS;ALMERÍA;ADRA;04700430-I.E.S. VIRGEN DEL MAR;00597041-PROGRAMAS CUALIFICACIÓN PROF. INICIAL;1
MAESTROS;ALMERÍA;ADRA;04700430-I.E.S. VIRGEN DEL MAR;00597060-PEDAGOGÍA TERAPÉUTICA ESO;2
PROFESORES ESPECIALISTAS SECT.SING.F.P.;ALMERÍA;ADRA;04700430-I.E.S. VIRGEN DEL MAR;00598002-ESTÉTICA;1
PROFESORES ESPECIALISTAS SECT.SING.F.P.;ALMERÍA;ADRA;04700430-I.E.S. VIRGEN DEL MAR;00598007-PELUQUERÍA;1
MAESTROS;ALMERÍA;AGUADULCE;04003706-C.E.I.P. TRINIDAD MARTÍNEZ;00597031-EDUCACIÓN INFANTIL;4
MAESTROS;ALMERÍA;AGUADULCE;04003706-C.E.I.P. TRINIDAD MARTÍNEZ;00597032-LENGUA EXTRANJERA-INGLÉS;2
MAESTROS;ALMERÍA;AGUADULCE;04003706-C.E.I.P. TRINIDAD MARTÍNEZ;00597033-LENGUA EXTRANJERA-FRANCÉS;1
MAESTROS;ALMERÍA;AGUADULCE;04003706-C.E.I.P. TRINIDAD MARTÍNEZ;00597034-EDUCACIÓN FÍSICA;2
MAESTROS;ALMERÍA;AGUADULCE;04003706-C.E.I.P. TRINIDAD MARTÍNEZ;00597035-MÚSICA;1
MAESTROS;ALMERÍA;AGUADULCE;04003706-C.E.I.P. TRINIDAD MARTÍNEZ;00597036-PEDAGOGÍA TERAPÉUTICA;2
MAESTROS;ALMERÍA;AGUADULCE;04003706-C.E.I.P. TRINIDAD MARTÍNEZ;00597037-AUDICIÓN Y LENGUAJE;1
MAESTROS;ALMERÍA;AGUADULCE;04003706-C.E.I.P. TRINIDAD MARTÍNEZ;00597038-EDUCACIÓN PRIMARIA;9
MAESTROS;ALMERÍA;AGUADULCE;04004383-C.E.I.P. TORREQUEBRADA;00597031-EDUCACIÓN INFANTIL;10
MAESTROS;ALMERÍA;AGUADULCE;04004383-C.E.I.P. TORREQUEBRADA;00597032-LENGUA EXTRANJERA-INGLÉS;3
MAESTROS;ALMERÍA;AGUADULCE;04004383-C.E.I.P. TORREQUEBRADA;00597033-LENGUA EXTRANJERA-FRANCÉS;1
MAESTROS;ALMERÍA;AGUADULCE;04004383-C.E.I.P. TORREQUEBRADA;00597034-EDUCACIÓN FÍSICA;3
MAESTROS;ALMERÍA;AGUADULCE;04004383-C.E.I.P. TORREQUEBRADA;00597035-MÚSICA;1
MAESTROS;ALMERÍA;AGUADULCE;04004383-C.E.I.P. TORREQUEBRADA;00597036-PEDAGOGÍA TERAPÉUTICA;3
MAESTROS;ALMERÍA;AGUADULCE;04004383-C.E.I.P. TORREQUEBRADA;00597037-AUDICIÓN Y LENGUAJE;1
MAESTROS;ALMERÍA;AGUADULCE;04004383-C.E.I.P. TORREQUEBRADA;00597038-EDUCACIÓN PRIMARIA;7
MAESTROS;ALMERÍA;AGUADULCE;04004383-C.E.I.P. TORREQUEBRADA;11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS;7
MAESTROS;ALMERÍA;AGUADULCE;04005594-C.E.I.P. ARCO IRIS;00597031-EDUCACIÓN INFANTIL;7
MAESTROS;ALMERÍA;AGUADULCE;04005594-C.E.I.P. ARCO IRIS;00597032-LENGUA EXTRANJERA-INGLÉS;3
MAESTROS;ALMERÍA;AGUADULCE;04005594-C.E.I.P. ARCO IRIS;00597033-LENGUA EXTRANJERA-FRANCÉS;1
MAESTROS;ALMERÍA;AGUADULCE;04005594-C.E.I.P. ARCO IRIS;00597034-EDUCACIÓN FÍSICA;2
MAESTROS;ALMERÍA;AGUADULCE;04005594-C.E.I.P. ARCO IRIS;00597035-MÚSICA;1
MAESTROS;ALMERÍA;AGUADULCE;04005594-C.E.I.P. ARCO IRIS;00597036-PEDAGOGÍA TERAPÉUTICA;2
MAESTROS;ALMERÍA;AGUADULCE;04005594-C.E.I.P. ARCO IRIS;00597037-AUDICIÓN Y LENGUAJE;1
MAESTROS;ALMERÍA;AGUADULCE;04005594-C.E.I.P. ARCO IRIS;00597038-EDUCACIÓN PRIMARIA;6
MAESTROS;ALMERÍA;AGUADULCE;04005594-C.E.I.P. ARCO IRIS;11597034-EDUC. FISICA (PRIMARIA)- BILINGÜE INGLÉS;1
MAESTROS;ALMERÍA;AGUADULCE;04005594-C.E.I.P. ARCO IRIS;11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS;5
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;AGUADULCE;04006045-I.E.S. MAR MEDITERRÁNEO;00590001-FILOSOFIA P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;AGUADULCE;04006045-I.E.S. MAR MEDITERRÁNEO;00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.;7
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;AGUADULCE;04006045-I.E.S. MAR MEDITERRÁNEO;00590005-GEOGRAFIA E HISTORIA P.E.S.;4
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;AGUADULCE;04006045-I.E.S. MAR MEDITERRÁNEO;00590006-MATEMATICAS P.E.S.;5
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;AGUADULCE;04006045-I.E.S. MAR MEDITERRÁNEO;00590007-FISICA Y QUIMICA P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;AGUADULCE;04006045-I.E.S. MAR MEDITERRÁNEO;00590008-BIOLOGIA Y GEOLOGIA P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;AGUADULCE;04006045-I.E.S. MAR MEDITERRÁNEO;00590009-DIBUJO P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;AGUADULCE;04006045-I.E.S. MAR MEDITERRÁNEO;00590010-FRANCES P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;AGUADULCE;04006045-I.E.S. MAR MEDITERRÁNEO;00590011-INGLES P.E.S.;5
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;AGUADULCE;04006045-I.E.S. MAR MEDITERRÁNEO;00590016-MUSICA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;AGUADULCE;04006045-I.E.S. MAR MEDITERRÁNEO;00590017-EDUCACION FISICA P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;AGUADULCE;04006045-I.E.S. MAR MEDITERRÁNEO;00590018-ORIENTACIÓN EDUCATIVA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;AGUADULCE;04006045-I.E.S. MAR MEDITERRÁNEO;00590019-TECNOLOGIA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;AGUADULCE;04006045-I.E.S. MAR MEDITERRÁNEO;00590061-ECONOMIA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;AGUADULCE;04006045-I.E.S. MAR MEDITERRÁNEO;00590107-INFORMATICA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;AGUADULCE;04006045-I.E.S. MAR MEDITERRÁNEO;00590803-CULTURA CLASICA P.E.S.;1
MAESTROS;ALMERÍA;AGUADULCE;04006045-I.E.S. MAR MEDITERRÁNEO;00597060-PEDAGOGÍA TERAPÉUTICA ESO;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;AGUADULCE;04006045-I.E.S. MAR MEDITERRÁNEO;11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;AGUADULCE;04006045-I.E.S. MAR MEDITERRÁNEO;11590006-MATEMATICAS (INGLES) P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;AGUADULCE;04006045-I.E.S. MAR MEDITERRÁNEO;11590007-FISICA Y QUIMICA (INGLES) P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;AGUADULCE;04006045-I.E.S. MAR MEDITERRÁNEO;11590008-BIOLOGIA Y GEOLOGIA (INGLES) P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;AGUADULCE;04006045-I.E.S. MAR MEDITERRÁNEO;11590009-DIBUJO (INGLES) P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;AGUADULCE;04006045-I.E.S. MAR MEDITERRÁNEO;11590016-MUSICA (INGLES) P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;AGUADULCE;04006045-I.E.S. MAR MEDITERRÁNEO;11590017-EDUCACION FISICA (INGLES) P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;ALMERÍA;AGUADULCE;04006045-I.E.S. MAR MEDITERRÁNEO;11590019-TECNOLOGIA (INGLES) P.E.S.;2
MAESTROS;ALMERÍA;AGUADULCE;04006410-C.E.I.P. VIRGILIO VALDIVIA;00597031-EDUCACIÓN INFANTIL;7
