CUERPO;PROVINCIA;LOCALIDAD;CENTRO;PUESTO;PLAZAS
PROFESORES DE MÚSICA Y ARTES ESCÉNICAS;CÓRDOBA;CABRA;14700109-C.E.M. ISAAC ALBÉNIZ;00594404-CLARINETE P.M.A.E.;1
PROFESORES DE MÚSICA Y ARTES ESCÉNICAS;CÓRDOBA;CABRA;14700109-C.E.M. ISAAC ALBÉNIZ;00594414-GUITARRA P.M.A.E.;2
PROFESORES DE MÚSICA Y ARTES ESCÉNICAS;CÓRDOBA;CABRA;14700109-C.E.M. ISAAC ALBÉNIZ;00594423-PIANO P.M.A.E.;2
PROFESORES DE MÚSICA Y ARTES ESCÉNICAS;CÓRDOBA;CABRA;14700109-C.E.M. ISAAC ALBÉNIZ;00594424-SAXOFON P.M.A.E.;1
PROFESORES DE MÚSICA Y ARTES ESCÉNICAS;CÓRDOBA;CABRA;14700109-C.E.M. ISAAC ALBÉNIZ;00594433-VIOLIN P.M.A.E.;1
PROFESORES DE MÚSICA Y ARTES ESCÉNICAS;CÓRDOBA;CABRA;14700109-C.E.M. ISAAC ALBÉNIZ;00594460-LENGUAJE MUSICAL P.M.A.E.;1
MAESTROS;CÓRDOBA;CAÑADA DEL RABADÁN;14007209-C.E.I.P. JUAN RAMÓN JIMÉNEZ;00597031-EDUCACIÓN INFANTIL;2
MAESTROS;CÓRDOBA;CAÑADA DEL RABADÁN;14007209-C.E.I.P. JUAN RAMÓN JIMÉNEZ;00597032-LENGUA EXTRANJERA-INGLÉS;1
MAESTROS;CÓRDOBA;CAÑADA DEL RABADÁN;14007209-C.E.I.P. JUAN RAMÓN JIMÉNEZ;00597034-EDUCACIÓN FÍSICA;1
MAESTROS;CÓRDOBA;CAÑADA DEL RABADÁN;14007209-C.E.I.P. JUAN RAMÓN JIMÉNEZ;00597035-MÚSICA;1
MAESTROS;CÓRDOBA;CAÑADA DEL RABADÁN;14007209-C.E.I.P. JUAN RAMÓN JIMÉNEZ;00597038-EDUCACIÓN PRIMARIA;2
MAESTROS;CÓRDOBA;CAÑETE DE LAS TORRES;14000926-C.E.I.P. RAMÓN HERNÁNDEZ MARTÍNEZ;00597031-EDUCACIÓN INFANTIL;4
MAESTROS;CÓRDOBA;CAÑETE DE LAS TORRES;14000926-C.E.I.P. RAMÓN HERNÁNDEZ MARTÍNEZ;00597032-LENGUA EXTRANJERA-INGLÉS;2
MAESTROS;CÓRDOBA;CAÑETE DE LAS TORRES;14000926-C.E.I.P. RAMÓN HERNÁNDEZ MARTÍNEZ;00597034-EDUCACIÓN FÍSICA;2
MAESTROS;CÓRDOBA;CAÑETE DE LAS TORRES;14000926-C.E.I.P. RAMÓN HERNÁNDEZ MARTÍNEZ;00597035-MÚSICA;1
MAESTROS;CÓRDOBA;CAÑETE DE LAS TORRES;14000926-C.E.I.P. RAMÓN HERNÁNDEZ MARTÍNEZ;00597036-PEDAGOGÍA TERAPÉUTICA;2
MAESTROS;CÓRDOBA;CAÑETE DE LAS TORRES;14000926-C.E.I.P. RAMÓN HERNÁNDEZ MARTÍNEZ;00597037-AUDICIÓN Y LENGUAJE;1
MAESTROS;CÓRDOBA;CAÑETE DE LAS TORRES;14000926-C.E.I.P. RAMÓN HERNÁNDEZ MARTÍNEZ;00597038-EDUCACIÓN PRIMARIA;3
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CAÑETE DE LAS TORRES;14700511-I.E.S. VIRGEN DEL CAMPO;00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CAÑETE DE LAS TORRES;14700511-I.E.S. VIRGEN DEL CAMPO;00590005-GEOGRAFIA E HISTORIA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CAÑETE DE LAS TORRES;14700511-I.E.S. VIRGEN DEL CAMPO;00590006-MATEMATICAS P.E.S.;3
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CAÑETE DE LAS TORRES;14700511-I.E.S. VIRGEN DEL CAMPO;00590007-FISICA Y QUIMICA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CAÑETE DE LAS TORRES;14700511-I.E.S. VIRGEN DEL CAMPO;00590008-BIOLOGIA Y GEOLOGIA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CAÑETE DE LAS TORRES;14700511-I.E.S. VIRGEN DEL CAMPO;00590010-FRANCES P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CAÑETE DE LAS TORRES;14700511-I.E.S. VIRGEN DEL CAMPO;00590011-INGLES P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CAÑETE DE LAS TORRES;14700511-I.E.S. VIRGEN DEL CAMPO;00590017-EDUCACION FISICA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CAÑETE DE LAS TORRES;14700511-I.E.S. VIRGEN DEL CAMPO;00590018-ORIENTACIÓN EDUCATIVA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CAÑETE DE LAS TORRES;14700511-I.E.S. VIRGEN DEL CAMPO;00590019-TECNOLOGIA P.E.S.;1
MAESTROS;CÓRDOBA;CAÑETE DE LAS TORRES;14700511-I.E.S. VIRGEN DEL CAMPO;00597060-PEDAGOGÍA TERAPÉUTICA ESO;2
MAESTROS;CÓRDOBA;CARCABUEY;14000951-C.E.I.P. VIRGEN DEL CASTILLO;00597031-EDUCACIÓN INFANTIL;3
MAESTROS;CÓRDOBA;CARCABUEY;14000951-C.E.I.P. VIRGEN DEL CASTILLO;00597032-LENGUA EXTRANJERA-INGLÉS;1
MAESTROS;CÓRDOBA;CARCABUEY;14000951-C.E.I.P. VIRGEN DEL CASTILLO;00597033-LENGUA EXTRANJERA-FRANCÉS;1
MAESTROS;CÓRDOBA;CARCABUEY;14000951-C.E.I.P. VIRGEN DEL CASTILLO;00597034-EDUCACIÓN FÍSICA;1
MAESTROS;CÓRDOBA;CARCABUEY;14000951-C.E.I.P. VIRGEN DEL CASTILLO;00597035-MÚSICA;1
MAESTROS;CÓRDOBA;CARCABUEY;14000951-C.E.I.P. VIRGEN DEL CASTILLO;00597036-PEDAGOGÍA TERAPÉUTICA;1
MAESTROS;CÓRDOBA;CARCABUEY;14000951-C.E.I.P. VIRGEN DEL CASTILLO;00597038-EDUCACIÓN PRIMARIA;2
MAESTROS;CÓRDOBA;CARCABUEY;14000951-C.E.I.P. VIRGEN DEL CASTILLO;11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS;1
MAESTROS;CÓRDOBA;CARCABUEY;14500339-S.E.P. CARCABUEY;00597038-EDUCACIÓN PRIMARIA;1
MAESTROS;CÓRDOBA;CARDEÑA;14000999-C.E.I.P. MAESTRO JUAN HIDALGO;00597031-EDUCACIÓN INFANTIL;2
MAESTROS;CÓRDOBA;CARDEÑA;14000999-C.E.I.P. MAESTRO JUAN HIDALGO;00597032-LENGUA EXTRANJERA-INGLÉS;1
MAESTROS;CÓRDOBA;CARDEÑA;14000999-C.E.I.P. MAESTRO JUAN HIDALGO;00597033-LENGUA EXTRANJERA-FRANCÉS;1
MAESTROS;CÓRDOBA;CARDEÑA;14000999-C.E.I.P. MAESTRO JUAN HIDALGO;00597034-EDUCACIÓN FÍSICA;1
MAESTROS;CÓRDOBA;CARDEÑA;14000999-C.E.I.P. MAESTRO JUAN HIDALGO;00597035-MÚSICA;1
MAESTROS;CÓRDOBA;CARDEÑA;14000999-C.E.I.P. MAESTRO JUAN HIDALGO;00597036-PEDAGOGÍA TERAPÉUTICA;1
MAESTROS;CÓRDOBA;CARDEÑA;14000999-C.E.I.P. MAESTRO JUAN HIDALGO;00597038-EDUCACIÓN PRIMARIA;4
MAESTROS;CÓRDOBA;CARDEÑA;14500649-S.E.P. CARDEÑA;00597038-EDUCACIÓN PRIMARIA;1
MAESTROS;CÓRDOBA;CASTRO DEL RÍO;14001281-C.E.I.P. VIRGEN DE LA SALUD;00597031-EDUCACIÓN INFANTIL;5
MAESTROS;CÓRDOBA;CASTRO DEL RÍO;14001281-C.E.I.P. VIRGEN DE LA SALUD;00597032-LENGUA EXTRANJERA-INGLÉS;2
MAESTROS;CÓRDOBA;CASTRO DEL RÍO;14001281-C.E.I.P. VIRGEN DE LA SALUD;00597033-LENGUA EXTRANJERA-FRANCÉS;1
MAESTROS;CÓRDOBA;CASTRO DEL RÍO;14001281-C.E.I.P. VIRGEN DE LA SALUD;00597034-EDUCACIÓN FÍSICA;2
MAESTROS;CÓRDOBA;CASTRO DEL RÍO;14001281-C.E.I.P. VIRGEN DE LA SALUD;00597035-MÚSICA;1
MAESTROS;CÓRDOBA;CASTRO DEL RÍO;14001281-C.E.I.P. VIRGEN DE LA SALUD;00597036-PEDAGOGÍA TERAPÉUTICA;1
MAESTROS;CÓRDOBA;CASTRO DEL RÍO;14001281-C.E.I.P. VIRGEN DE LA SALUD;00597037-AUDICIÓN Y LENGUAJE;1
MAESTROS;CÓRDOBA;CASTRO DEL RÍO;14001281-C.E.I.P. VIRGEN DE LA SALUD;00597038-EDUCACIÓN PRIMARIA;3
MAESTROS;CÓRDOBA;CASTRO DEL RÍO;14001281-C.E.I.P. VIRGEN DE LA SALUD;11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS;3
MAESTROS;CÓRDOBA;CASTRO DEL RÍO;14001402-C.E.I.P. DOCTOR CARAVACA;00597031-EDUCACIÓN INFANTIL;3
MAESTROS;CÓRDOBA;CASTRO DEL RÍO;14001402-C.E.I.P. DOCTOR CARAVACA;00597032-LENGUA EXTRANJERA-INGLÉS;2
MAESTROS;CÓRDOBA;CASTRO DEL RÍO;14001402-C.E.I.P. DOCTOR CARAVACA;00597033-LENGUA EXTRANJERA-FRANCÉS;1
MAESTROS;CÓRDOBA;CASTRO DEL RÍO;14001402-C.E.I.P. DOCTOR CARAVACA;00597034-EDUCACIÓN FÍSICA;2
MAESTROS;CÓRDOBA;CASTRO DEL RÍO;14001402-C.E.I.P. DOCTOR CARAVACA;00597035-MÚSICA;1
MAESTROS;CÓRDOBA;CASTRO DEL RÍO;14001402-C.E.I.P. DOCTOR CARAVACA;00597036-PEDAGOGÍA TERAPÉUTICA;1
MAESTROS;CÓRDOBA;CASTRO DEL RÍO;14001402-C.E.I.P. DOCTOR CARAVACA;00597037-AUDICIÓN Y LENGUAJE;1
MAESTROS;CÓRDOBA;CASTRO DEL RÍO;14001402-C.E.I.P. DOCTOR CARAVACA;00597038-EDUCACIÓN PRIMARIA;6
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CASTRO DEL RÍO;14700717-I.E.S. ATEGUA;00590001-FILOSOFIA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CASTRO DEL RÍO;14700717-I.E.S. ATEGUA;00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.;6
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CASTRO DEL RÍO;14700717-I.E.S. ATEGUA;00590005-GEOGRAFIA E HISTORIA P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CASTRO DEL RÍO;14700717-I.E.S. ATEGUA;00590006-MATEMATICAS P.E.S.;4
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CASTRO DEL RÍO;14700717-I.E.S. ATEGUA;00590007-FISICA Y QUIMICA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CASTRO DEL RÍO;14700717-I.E.S. ATEGUA;00590008-BIOLOGIA Y GEOLOGIA P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CASTRO DEL RÍO;14700717-I.E.S. ATEGUA;00590009-DIBUJO P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CASTRO DEL RÍO;14700717-I.E.S. ATEGUA;00590010-FRANCES P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CASTRO DEL RÍO;14700717-I.E.S. ATEGUA;00590011-INGLES P.E.S.;5
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CASTRO DEL RÍO;14700717-I.E.S. ATEGUA;00590016-MUSICA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CASTRO DEL RÍO;14700717-I.E.S. ATEGUA;00590018-ORIENTACIÓN EDUCATIVA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CASTRO DEL RÍO;14700717-I.E.S. ATEGUA;00590019-TECNOLOGIA P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CASTRO DEL RÍO;14700717-I.E.S. ATEGUA;00590061-ECONOMIA P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CASTRO DEL RÍO;14700717-I.E.S. ATEGUA;00590101-ADMINISTRACION DE EMPRESAS P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CASTRO DEL RÍO;14700717-I.E.S. ATEGUA;00590107-INFORMATICA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CASTRO DEL RÍO;14700717-I.E.S. ATEGUA;00590222-PROC. GESTIÓN ADMINISTRATIVA;4
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CASTRO DEL RÍO;14700717-I.E.S. ATEGUA;00590227-SISTEMAS Y APLIC. INFORMÁTICOS;1
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CASTRO DEL RÍO;14700717-I.E.S. ATEGUA;00590803-CULTURA CLASICA P.E.S.;1
MAESTROS;CÓRDOBA;CASTRO DEL RÍO;14700717-I.E.S. ATEGUA;00597060-PEDAGOGÍA TERAPÉUTICA ESO;2
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CASTRO DEL RÍO;14700717-I.E.S. ATEGUA;11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CASTRO DEL RÍO;14700717-I.E.S. ATEGUA;11590006-MATEMATICAS (INGLES) P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CASTRO DEL RÍO;14700717-I.E.S. ATEGUA;11590007-FISICA Y QUIMICA (INGLES) P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CASTRO DEL RÍO;14700717-I.E.S. ATEGUA;11590008-BIOLOGIA Y GEOLOGIA (INGLES) P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CASTRO DEL RÍO;14700717-I.E.S. ATEGUA;11590017-EDUCACION FISICA (INGLES) P.E.S.;2
MAESTROS;CÓRDOBA;CERRO MURIANO;14001441-C.E.I.P. SANTA BÁRBARA;00597APO-APOYO COMPENSACION;1
MAESTROS;CÓRDOBA;CERRO MURIANO;14001441-C.E.I.P. SANTA BÁRBARA;00597031-EDUCACIÓN INFANTIL;3
MAESTROS;CÓRDOBA;CERRO MURIANO;14001441-C.E.I.P. SANTA BÁRBARA;00597032-LENGUA EXTRANJERA-INGLÉS;1
MAESTROS;CÓRDOBA;CERRO MURIANO;14001441-C.E.I.P. SANTA BÁRBARA;00597034-EDUCACIÓN FÍSICA;1
MAESTROS;CÓRDOBA;CERRO MURIANO;14001441-C.E.I.P. SANTA BÁRBARA;00597035-MÚSICA;1
MAESTROS;CÓRDOBA;CERRO MURIANO;14001441-C.E.I.P. SANTA BÁRBARA;00597036-PEDAGOGÍA TERAPÉUTICA;2
MAESTROS;CÓRDOBA;CERRO MURIANO;14001441-C.E.I.P. SANTA BÁRBARA;00597037-AUDICIÓN Y LENGUAJE;1
MAESTROS;CÓRDOBA;CERRO MURIANO;14001441-C.E.I.P. SANTA BÁRBARA;00597038-EDUCACIÓN PRIMARIA;5
MAESTROS;CÓRDOBA;CONQUISTA;14001414-C.E.I.P. FEDERICO GARCÍA LORCA;00597031-EDUCACIÓN INFANTIL;1
MAESTROS;CÓRDOBA;CONQUISTA;14001414-C.E.I.P. FEDERICO GARCÍA LORCA;00597032-LENGUA EXTRANJERA-INGLÉS;1
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;00590001-FILOSOFIA P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.;7
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;00590005-GEOGRAFIA E HISTORIA P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;00590006-MATEMATICAS P.E.S.;3
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;00590007-FISICA Y QUIMICA P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;00590008-BIOLOGIA Y GEOLOGIA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;00590009-DIBUJO P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;00590010-FRANCES P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;00590011-INGLES P.E.S.;7
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;00590018-ORIENTACIÓN EDUCATIVA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;00590019-TECNOLOGIA P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;00590061-ECONOMIA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;00590103-ASESORIA Y PROC. IMAGEN PERSONAL P.E.S.;5
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;00590105-FORMACION Y ORIENTACION LABORAL P.E.S.;5
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;00590107-INFORMATICA P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;00590110-ORGANIZACION Y GESTION COMERCIAL P.E.S.;8
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;00590122-PROC. Y PROD. EN  ARTES GRAFICAS P.E.S.;4
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;00590221-PROCESOS COMERCIALES;6
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;00590803-CULTURA CLASICA P.E.S.;1
MAESTROS;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;00597APO-APOYO COMPENSACION;1
MAESTROS;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;00597060-PEDAGOGÍA TERAPÉUTICA ESO;2
PROFESORES ESPECIALISTAS SECT.SING.F.P.;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;00598002-ESTÉTICA;5
PROFESORES ESPECIALISTAS SECT.SING.F.P.;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;00598007-PELUQUERÍA;8
PROFESORES ESPECIALISTAS SECT.SING.F.P.;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;00598008-PRODUCCIÓN EN ARTES GRAFICAS;10
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.;3
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;11590006-MATEMATICAS (INGLES) P.E.S.;4
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;11590007-FISICA Y QUIMICA (INGLES) P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;11590008-BIOLOGIA Y GEOLOGIA (INGLES) P.E.S.;2
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;11590016-MUSICA (INGLES) P.E.S.;1
PROFESORES DE ENSEÑANZA SECUNDARIA;CÓRDOBA;CÓRDOBA;14000707-I.E.S. EL TABLERO;11590017-EDUCACION FISICA (INGLES) P.E.S.;2
MAESTROS;CÓRDOBA;CÓRDOBA;14001463-C.E.I.P. LA ADUANA;00597031-EDUCACIÓN INFANTIL;3
MAESTROS;CÓRDOBA;CÓRDOBA;14001463-C.E.I.P. LA ADUANA;00597032-LENGUA EXTRANJERA-INGLÉS;2
MAESTROS;CÓRDOBA;CÓRDOBA;14001463-C.E.I.P. LA ADUANA;00597033-LENGUA EXTRANJERA-FRANCÉS;1
MAESTROS;CÓRDOBA;CÓRDOBA;14001463-C.E.I.P. LA ADUANA;00597034-EDUCACIÓN FÍSICA;1
MAESTROS;CÓRDOBA;CÓRDOBA;14001463-C.E.I.P. LA ADUANA;00597035-MÚSICA;1
MAESTROS;CÓRDOBA;CÓRDOBA;14001463-C.E.I.P. LA ADUANA;00597036-PEDAGOGÍA TERAPÉUTICA;2
MAESTROS;CÓRDOBA;CÓRDOBA;14001463-C.E.I.P. LA ADUANA;00597037-AUDICIÓN Y LENGUAJE;1
MAESTROS;CÓRDOBA;CÓRDOBA;14001463-C.E.I.P. LA ADUANA;00597038-EDUCACIÓN PRIMARIA;7
MAESTROS;CÓRDOBA;CÓRDOBA;14001463-C.E.I.P. LA ADUANA;11597034-EDUC. FISICA (PRIMARIA)- BILINGÜE INGLÉS;1
MAESTROS;CÓRDOBA;CÓRDOBA;14001463-C.E.I.P. LA ADUANA;11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS;4
MAESTROS;CÓRDOBA;CÓRDOBA;14001487-C.E.I.P. CABALLEROS DE SANTIAGO;00597031-EDUCACIÓN INFANTIL;1
MAESTROS;CÓRDOBA;CÓRDOBA;14001487-C.E.I.P. CABALLEROS DE SANTIAGO;00597032-LENGUA EXTRANJERA-INGLÉS;1
MAESTROS;CÓRDOBA;CÓRDOBA;14001487-C.E.I.P. CABALLEROS DE SANTIAGO;00597034-EDUCACIÓN FÍSICA;1
MAESTROS;CÓRDOBA;CÓRDOBA;14001487-C.E.I.P. CABALLEROS DE SANTIAGO;00597035-MÚSICA;1
MAESTROS;CÓRDOBA;CÓRDOBA;14001487-C.E.I.P. CABALLEROS DE SANTIAGO;00597036-PEDAGOGÍA TERAPÉUTICA;1
MAESTROS;CÓRDOBA;CÓRDOBA;14001487-C.E.I.P. CABALLEROS DE SANTIAGO;00597037-AUDICIÓN Y LENGUAJE;1
MAESTROS;CÓRDOBA;CÓRDOBA;14001487-C.E.I.P. CABALLEROS DE SANTIAGO;00597038-EDUCACIÓN PRIMARIA;3
MAESTROS;CÓRDOBA;CÓRDOBA;14001505-C.E.I.P. COLÓN;00597031-EDUCACIÓN INFANTIL;4
MAESTROS;CÓRDOBA;CÓRDOBA;14001505-C.E.I.P. COLÓN;00597032-LENGUA EXTRANJERA-INGLÉS;2
MAESTROS;CÓRDOBA;CÓRDOBA;14001505-C.E.I.P. COLÓN;00597033-LENGUA EXTRANJERA-FRANCÉS;1
MAESTROS;CÓRDOBA;CÓRDOBA;14001505-C.E.I.P. COLÓN;00597036-PEDAGOGÍA TERAPÉUTICA;2
MAESTROS;CÓRDOBA;CÓRDOBA;14001505-C.E.I.P. COLÓN;00597037-AUDICIÓN Y LENGUAJE;1
MAESTROS;CÓRDOBA;CÓRDOBA;14001505-C.E.I.P. COLÓN;00597038-EDUCACIÓN PRIMARIA;4
MAESTROS;CÓRDOBA;CÓRDOBA;14001505-C.E.I.P. COLÓN;11597031-EDUCACIÓN INFANTIL - BILINGÜE INGLÉS;1
MAESTROS;CÓRDOBA;CÓRDOBA;14001505-C.E.I.P. COLÓN;11597034-EDUC. FISICA (PRIMARIA)- BILINGÜE INGLÉS;1
MAESTROS;CÓRDOBA;CÓRDOBA;14001505-C.E.I.P. COLÓN;11597035-MÚSICA (PRIMARIA) - BILINGÜE INGLÉS;1
MAESTROS;CÓRDOBA;CÓRDOBA;14001505-C.E.I.P. COLÓN;11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS;4
MAESTROS;CÓRDOBA;CÓRDOBA;14001517-C.E.I.P. DUQUE DE RIVAS;00597031-EDUCACIÓN INFANTIL;2
MAESTROS;CÓRDOBA;CÓRDOBA;14001517-C.E.I.P. DUQUE DE RIVAS;00597032-LENGUA EXTRANJERA-INGLÉS;1
MAESTROS;CÓRDOBA;CÓRDOBA;14001517-C.E.I.P. DUQUE DE RIVAS;00597034-EDUCACIÓN FÍSICA;1
MAESTROS;CÓRDOBA;CÓRDOBA;14001517-C.E.I.P. DUQUE DE RIVAS;00597035-MÚSICA;1
MAESTROS;CÓRDOBA;CÓRDOBA;14001517-C.E.I.P. DUQUE DE RIVAS;00597036-PEDAGOGÍA TERAPÉUTICA;1
MAESTROS;CÓRDOBA;CÓRDOBA;14001517-C.E.I.P. DUQUE DE RIVAS;00597038-EDUCACIÓN PRIMARIA;1
MAESTROS;CÓRDOBA;CÓRDOBA;14001529-C.E.I.P. ENRÍQUEZ BARRIOS;00597031-EDUCACIÓN INFANTIL;3
MAESTROS;CÓRDOBA;CÓRDOBA;14001529-C.E.I.P. ENRÍQUEZ BARRIOS;00597032-LENGUA EXTRANJERA-INGLÉS;2
MAESTROS;CÓRDOBA;CÓRDOBA;14001529-C.E.I.P. ENRÍQUEZ BARRIOS;00597034-EDUCACIÓN FÍSICA;1
MAESTROS;CÓRDOBA;CÓRDOBA;14001529-C.E.I.P. ENRÍQUEZ BARRIOS;00597035-MÚSICA;1
MAESTROS;CÓRDOBA;CÓRDOBA;14001529-C.E.I.P. ENRÍQUEZ BARRIOS;00597036-PEDAGOGÍA TERAPÉUTICA;1
MAESTROS;CÓRDOBA;CÓRDOBA;14001529-C.E.I.P. ENRÍQUEZ BARRIOS;00597038-EDUCACIÓN PRIMARIA;4
MAESTROS;CÓRDOBA;CÓRDOBA;14001530-C.E.I.P. ANDALUCÍA;00597031-EDUCACIÓN INFANTIL;3
MAESTROS;CÓRDOBA;CÓRDOBA;14001530-C.E.I.P. ANDALUCÍA;00597032-LENGUA EXTRANJERA-INGLÉS;1
MAESTROS;CÓRDOBA;CÓRDOBA;14001530-C.E.I.P. ANDALUCÍA;00597033-LENGUA EXTRANJERA-FRANCÉS;1
